"title"	"auteur"	"pid"	"venue"	"volume"	"number"	"pages"	"year"	"key"	"type"	"doi"	"ee"	"url"
"Intelligent clustering using moth flame optimizer for vehicular ad hoc networks."	"    Atif Ishtiaq    Sheeraz Ahmed    Muhammad Fahad Khan    Farhan Aadil    Muazzam Maqsood    Salabat Khan"	"    225/5952    165/9437    93/10671    140/1285    218/1863    64/8637"	"IJDSN"	"15"	"1"	"/"	"2019"	"journals/ijdsn/IshtiaqAKAMK19"	"Journal Articles"	"10.1177/1550147718824460"	"https://doi.org/10.1177/1550147718824460"	"https://dblp.org/rec/journals/ijdsn/IshtiaqAKAMK19"
"Internet of Medical Things-based decision system for automated classification of Alzheimer&apos;s using three-dimensional views of magnetic resonance imaging scans."	"    Umair Khan    Armughan Ali    Salabat Khan    Farhan Aadil    Mehr Yahya Durrani    Khan Muhammad    Ran Baik    Jong Weon Lee 0002"	"    k/UmairKhan    150/1240    64/8637    140/1285    150/1430    159/2187    09/5153    08/7188"	"IJDSN"	"15"	"3"	"/"	"2019"	"journals/ijdsn/KhanAKADMBL19"	"Journal Articles"	"10.1177/1550147719831186"	"https://doi.org/10.1177/1550147719831186"	"https://dblp.org/rec/journals/ijdsn/KhanAKADMBL19"
"Privacy-based medical data protection against internal security threats in heterogeneous Internet of Medical Things."	"    Muhammad Asif Habib    Chaudhry Muhammad Nadeem Faisal    Shahzad Sarwar    Muhammad Ahsan Latif    Farhan Aadil    Mudassar Ahmad    Rehan Ashraf    Muazzam Maqsood"	"    44/9567    60/9213    42/9285    238/6825    140/1285    120/8752    164/2513    218/1863"	"IJDSN"	"15"	"9"	"/"	"2019"	"journals/ijdsn/HabibFSLAAAM19"	"Journal Articles"	"10.1177/1550147719875653"	"https://doi.org/10.1177/1550147719875653"	"https://dblp.org/rec/journals/ijdsn/HabibFSLAAAM19"
"Social media signal detection using tweets volume, hashtag, and sentiment analysis."	"    Faria Nazir    Mustansar Ali Ghazanfar    Muazzam Maqsood    Farhan Aadil    Seungmin Rho    Irfan Mehmood"	"    235/3018    40/7943    218/1863    140/1285    73/4067    73/8780"	"Multimedia Tools Appl."	"78"	"3"	"3553-3586"	"2019"	"journals/mta/NazirGMARM19"	"Journal Articles"	"10.1007/S11042-018-6437-Z"	"https://doi.org/10.1007/s11042-018-6437-z"	"https://dblp.org/rec/journals/mta/NazirGMARM19"
"An IoT based efficient hybrid recommender system for cardiovascular disease."	"    Fouzia Jabeen    Muazzam Maqsood    Mustansar Ali Ghazanfar    Farhan Aadil    Salabat Khan    Muhammad Fahad Khan    Irfan Mehmood"	"    90/9808    218/1863    40/7943    140/1285    64/8637    93/10671    73/8780"	"Peer-to-Peer Networking and Applications"	"12"	"5"	"1263-1276"	"2019"	"journals/ppna/JabeenMGAKKM19"	"Journal Articles"	"10.1007/S12083-019-00733-3"	"https://doi.org/10.1007/s12083-019-00733-3"	"https://dblp.org/rec/journals/ppna/JabeenMGAKKM19"
"Adaptive Node Clustering Technique for Smart Ocean under Water Sensor Network (SOSNET)."	"    Mehr Yahya Durrani    Rehan Tariq    Farhan Aadil    Muazzam Maqsood    Yunyoung Nam    Khan Muhammad"	"    150/1430    235/7415    140/1285    218/1863    49/2177    159/2187"	"Sensors"	"19"	"5"	"1145"	"2019"	"journals/sensors/DurraniTAMNM19"	"Journal Articles"	"10.3390/S19051145"	"https://doi.org/10.3390/s19051145"	"https://dblp.org/rec/journals/sensors/DurraniTAMNM19"
"Transfer Learning Assisted Classification and Detection of Alzheimer&apos;s Disease Stages Using 3D MRI Scans."	"    Muazzam Maqsood    Faria Nazir    Umair Khan    Farhan Aadil    Habibullah Jamal    Irfan Mehmood    Oh-Young Song"	"    218/1863    235/3018    k/UmairKhan    140/1285    38/6652    73/8780    95/2694"	"Sensors"	"19"	"11"	"2645"	"2019"	"journals/sensors/MaqsoodNKAJMS19"	"Journal Articles"	"10.3390/S19112645"	"https://doi.org/10.3390/s19112645"	"https://dblp.org/rec/journals/sensors/MaqsoodNKAJMS19"
"CAMONET - Moth-Flame Optimization (MFO) Based Clustering Algorithm for VANETs."	"    Yasir Ali Shah    Hafiz Adnan Habib    Farhan Aadil    Muhammad Fahad Khan    Muazzam Maqsood    Tabassam Nawaz"	"    169/5731    124/7289    140/1285    93/10671    218/1863    124/7305"	"IEEE Access"	"6"	"/"	"48611-48624"	"2018"	"journals/access/ShahHAKMN18"	"Journal Articles"	"10.1109/ACCESS.2018.2868118"	"https://doi.org/10.1109/ACCESS.2018.2868118"	"https://dblp.org/rec/journals/access/ShahHAKMN18"
"Remote Sensing - An Automated Methodology for Olive Tree Detection and Counting in Satellite Images."	"    Aftab Khan    Umair Khan    Muhammad Waleed    Ashfaq Khan    Tariq Kamal    Safdar Nawaz Khan Marwat    Muazzam Maqsood    Farhan Aadil"	"    23/8192    k/UmairKhan    225/8875    17/9867    76/10954    85/11365    218/1863    140/1285"	"IEEE Access"	"6"	"/"	"77816-77828"	"2018"	"journals/access/KhanKWKKMMA18"	"Journal Articles"	"10.1109/ACCESS.2018.2884199"	"https://doi.org/10.1109/ACCESS.2018.2884199"	"https://dblp.org/rec/journals/access/KhanKWKKMMA18"
"Grey wolf optimization based clustering algorithm for vehicular ad-hoc networks."	"    Muhammad Fahad Khan    Farhan Aadil    Zahoor-Ur Rehman    Salabat Khan    Peer Azmat Shah    Khan Muhammad    Jaime Lloret    Haoxiang Wang    Jong Weon Lee 0002    Irfan Mehmood"	"    93/10671    140/1285    217/4690    64/8637    14/8275    159/2187    l/JaimeLloret    155/8045    08/7188    73/8780"	"Comput. Electr. Eng."	"70"	"/"	"853-870"	"2018"	"journals/cee/KhanARKSMLWLM18"	"Journal Articles"	"10.1016/J.COMPELECENG.2018.01.002"	"https://doi.org/10.1016/j.compeleceng.2018.01.002"	"https://dblp.org/rec/journals/cee/KhanARKSMLWLM18"
"An Efficient Optimization Technique for Node Clustering in VANETs Using Gray Wolf Optimization."	"    Muhammad Fahad Khan    Farhan Aadil    Muazzam Maqsood    Salabat Khan    Bilal Haider Bukhari"	"    93/10671    140/1285    218/1863    64/8637    228/7524"	"TIIS"	"12"	"9"	"4228-4247"	"2018"	"journals/itiis/KhanAMKB18"	"Journal Articles"	"10.3837/TIIS.2018.09.007"	"https://doi.org/10.3837/tiis.2018.09.007"	"https://dblp.org/rec/journals/itiis/KhanAMKB18"
"A Route Optimized Distributed IP-Based Mobility Management Protocol for Seamless Handoff across Wireless Mesh Networks."	"    Peer Azmat Shah    Khalid Mahmood Awan    Zahoor-Ur Rehman    Khalid Iqbal    Farhan Aadil    Khan Muhammad    Irfan Mehmood    Sung Wook Baik"	"    14/8275    145/0400    217/4690    09/8192    140/1285    159/2187    73/8780    b/SungWookBaik"	"MONET"	"23"	"4"	"752-774"	"2018"	"journals/monet/ShahARIAMMB18"	"Journal Articles"	"10.1007/S11036-018-1007-1"	"https://doi.org/10.1007/s11036-018-1007-1"	"https://dblp.org/rec/journals/monet/ShahARIAMMB18"
"Energy Aware Cluster-Based Routing in Flying Ad-Hoc Networks."	"    Farhan Aadil    Ali Raza    Muhammad Fahad Khan    Muazzam Maqsood    Irfan Mehmood    Seungmin Rho"	"    140/1285    28/9187    93/10671    218/1863    73/8780    73/4067"	"Sensors"	"18"	"5"	"1413"	"2018"	"journals/sensors/AadilRKMMR18"	"Journal Articles"	"10.3390/S18051413"	"https://doi.org/10.3390/s18051413"	"https://dblp.org/rec/journals/sensors/AadilRKMMR18"
"Clustering algorithm for internet of vehicles (IoV) based on dragonfly optimizer (CAVDO)."	"    Farhan Aadil    Waleed Ahsan    Zahoor-Ur Rehman    Peer Azmat Shah    Seungmin Rho    Irfan Mehmood"	"    140/1285    226/2324    217/4690    14/8275    73/4067    73/8780"	"The Journal of Supercomputing"	"74"	"9"	"4542-4567"	"2018"	"journals/tjs/AadilARSRM18"	"Journal Articles"	"10.1007/S11227-018-2305-X"	"https://doi.org/10.1007/s11227-018-2305-x"	"https://dblp.org/rec/journals/tjs/AadilARSRM18"
"A dimensionality reduction-based efficient software fault prediction using Fisher linear discriminant analysis (FLDA)."	"    Anum Kalsoom    Muazzam Maqsood    Mustansar Ali Ghazanfar    Farhan Aadil    Seungmin Rho"	"    226/2268    218/1863    40/7943    140/1285    73/4067"	"The Journal of Supercomputing"	"74"	"9"	"4568-4602"	"2018"	"journals/tjs/KalsoomMGAR18"	"Journal Articles"	"10.1007/S11227-018-2326-5"	"https://doi.org/10.1007/s11227-018-2326-5"	"https://dblp.org/rec/journals/tjs/KalsoomMGAR18"
"Implementation of VANET-based Warning Generation System using Cellular Networks, GPS, and Passive RFID Tags."	"    Farhan Aadil    Zeshan Iqbal    Adeel Akram"	"    140/1285    140/1234    20/9531"	"Smart CR"	"2"	"6"	"391-399"	"2012"	"journals/smartcr/AadilIA12"	"Journal Articles"	"10.6029/SMARTCR.2012.06.002"	"https://doi.org/10.6029/smartcr.2012.06.002"	"https://dblp.org/rec/journals/smartcr/AadilIA12"
"Accurate Prediction of Random Telegraph Noise Effects in SRAMs and DRAMs."	"    Aadithya V. Karthik    Alper Demir 0001    Sriramkumar Venugopalan    Jaijeet S. Roychowdhury"	"    142/0338    32/1301    120/2584    40/1690"	"IEEE Trans. on CAD of Integrated Circuits and Systems"	"32"	"1"	"73-86"	"2013"	"journals/tcad/AadithyaDVR13"	"Journal Articles"	"10.1109/TCAD.2012.2212897"	"https://doi.org/10.1109/TCAD.2012.2212897"	"https://dblp.org/rec/journals/tcad/AadithyaDVR13"
"An Advanced Comparative Study of MANETs Routing Protocols Under Varied Number of Nodes and Mobility Rate."	"    Alaa Aadri    Najlae Idrissi"	"    220/0297    66/5803"	"JCM"	"13"	"6"	"284-292"	"2018"	"journals/jcm/AadriI18"	"Journal Articles"	"10.12720/JCM.13.6.284-292"	"https://doi.org/10.12720/jcm.13.6.284-292"	"https://dblp.org/rec/journals/jcm/AadriI18"
"Agile distributed software development - enacting control through media and context."	"    John Stouby Persson    Lars Mathiassen    Ivan Aaen"	"    73/7995    88/4849    10/1606"	"Inf. Syst. J."	"22"	"6"	"411-433"	"2012"	"journals/isj/PerssonMA12"	"Journal Articles"	"10.1111/J.1365-2575.2011.00390.X"	"https://doi.org/10.1111/j.1365-2575.2011.00390.x"	"https://dblp.org/rec/journals/isj/PerssonMA12"
"Essence - facilitating software innovation."	"Ivan Aaen"	"10/1606"	"EJIS"	"17"	"5"	"543-553"	"2008"	"journals/ejis/Aaen08"	"Journal Articles"	"10.1057/EJIS.2008.43"	"https://doi.org/10.1057/ejis.2008.43"	"https://dblp.org/rec/journals/ejis/Aaen08"
"SPI agility - How to navigate improvement projects."	"    Ivan Aaen    Anna Börjesson    Lars Mathiassen"	"    10/1606    23/6091    88/4849"	"Software Process - Improvement and Practice"	"12"	"3"	"267-281"	"2007"	"journals/sopr/AaenBM07"	"Journal Articles"	"10.1002/SPIP.309"	"https://doi.org/10.1002/spip.309"	"https://dblp.org/rec/journals/sopr/AaenBM07"
"Managing process change in software organizations - Experience and reflection."	"Shaowen Qin"	"q/ShaowenQin"	"Software Process - Improvement and Practice"	"12"	"5"	"429-435"	"2007"	"journals/sopr/Qin07"	"Journal Articles"	"10.1002/SPIP.338"	"https://doi.org/10.1002/spip.338"	"https://dblp.org/rec/journals/sopr/Qin07"
"Software Process Improvement - Blueprints versus Recipes."	"Ivan Aaen"	"10/1606"	"IEEE Software"	"20"	"5"	"86-93"	"2003"	"journals/software/Aaen03"	"Journal Articles"	"10.1109/MS.2003.1231159"	"https://doi.org/10.1109/MS.2003.1231159"	"https://dblp.org/rec/journals/software/Aaen03"
"Certification process artifacts defined as measurable units for software assurance."	"    Seok Won Lee    Robin A. Gandhi    Gail-Joon Ahn"	"    50/716    89/3383    a/GailJoonAhn"	"Software Process - Improvement and Practice"	"12"	"2"	"165-189"	"2007"	"journals/sopr/LeeGA07"	"Journal Articles"	"10.1002/SPIP.313"	"https://doi.org/10.1002/spip.313"	"https://dblp.org/rec/journals/sopr/LeeGA07"
"A Conceptual MAP of Software Process Improvement."	"    Ivan Aaen    Jesper Arent    Lars Mathiassen    Ojelanki K. Ngwenyama"	"    10/1606    76/2807    88/4849    68/2738"	"Scandinavian J. Inf. Systems"	"13"	"/"	"8"	"2001"	"journals/sjis/AaenAMN01"	"Journal Articles"	"/"	"http://aisel.aisnet.org/sjis/vol13/iss1/8"	"https://dblp.org/rec/journals/sjis/AaenAMN01"
"Problems in CASE introduction - experiences from user organizations."	"Ivan Aaen"	"10/1606"	"Inf. Softw. Technol."	"36"	"11"	"643-654"	"1994"	"journals/infsof/Aaen94"	"Journal Articles"	"10.1016/0950-5849(94)90092-2"	"https://doi.org/10.1016/0950-5849(94)90092-2"	"https://dblp.org/rec/journals/infsof/Aaen94"
"Movie Advertising and the Stock Market Valuation of Studios - A Case of &quot;Great Expectations?&quot;."	"    Amit M. Joshi    Dominique M. Hanssens"	"    10/7685    42/1044"	"Marketing Science"	"28"	"2"	"239-250"	"2009"	"journals/mktsci/JoshiH09"	"Journal Articles"	"10.1287/MKSC.1080.0392"	"https://doi.org/10.1287/mksc.1080.0392"	"https://dblp.org/rec/journals/mktsci/JoshiH09"
"Direct E-Field Measurement and Imaging of Oscillations Within Power Amplifiers."	"    Jonas Urbonas    Kevin Kim    Peter H. Aaen"	"    245/5761    41/11192    55/10182"	"IEEE Trans. Instrumentation and Measurement"	"68"	"8"	"2971-2978"	"2019"	"journals/tim/UrbonasKA19"	"Journal Articles"	"10.1109/TIM.2018.2869407"	"https://doi.org/10.1109/TIM.2018.2869407"	"https://dblp.org/rec/journals/tim/UrbonasKA19"
"Robust Microwave Characterization of Inkjet-Printed Coplanar Waveguides on Flexible Substrates."	"    Abhishek Sahu    Peter H. Aaen    Arkadiusz Lewandowski    Maxim Shkunov    Grigorios Rigas    Paul Blanchard    Thomas Mitch Wallis    Vijay K. Devabhaktuni"	"    194/6649    55/10182    37/8979    208/9811    208/9980    73/270    208/9835    169/2718"	"IEEE Trans. Instrumentation and Measurement"	"66"	"12"	"3271-3279"	"2017"	"journals/tim/SahuALSRBWD17"	"Journal Articles"	"10.1109/TIM.2017.2753384"	"https://doi.org/10.1109/TIM.2017.2753384"	"https://dblp.org/rec/journals/tim/SahuALSRBWD17"
"Altmetrics - A Practical Guide for Librarians, Researchers and Academics. Andy Tattersall, ed. London - Facet Publishing, 2016. 224p. $95.00 (ISBN 978-1-78330-010-5)."	"Craig Aaen-Stockdale"	"193/0009"	"C&amp;RL"	"78"	"1"	"114-116"	"2017"	"journals/crl/Aaen-Stockdale17"	"Journal Articles"	"10.5860/CRL.78.1.114"	"https://doi.org/10.5860/crl.78.1.114"	"https://dblp.org/rec/journals/crl/Aaen-Stockdale17"
"Selfish Memes - An Update of Richard Dawkins&apos; Bibliometric Analysis of Key Papers in Sociobiology."	"Craig Aaen-Stockdale"	"193/0009"	"Publications"	"5"	"2"	"12"	"2017"	"journals/publications/Aaen-Stockdale17"	"Journal Articles"	"10.3390/PUBLICATIONS5020012"	"https://doi.org/10.3390/publications5020012"	"https://dblp.org/rec/journals/publications/Aaen-Stockdale17"
"Video Description - A Survey of Methods, Datasets, and Evaluation Metrics."	"    Nayyer Aafaq    Ajmal Mian    Wei Liu 0006    Syed Zulqarnain Gilani    Mubarak Shah"	"    222/1689    63/807    49/3283-6    43/7407    s/MubarakShah"	"ACM Comput. Surv."	"52"	"6"	"115:1-115:37"	"2020"	"journals/csur/AafaqMLGS20"	"Journal Articles"	"10.1145/3355390"	"https://doi.org/10.1145/3355390"	"https://dblp.org/rec/journals/csur/AafaqMLGS20"
"Video Description - A Survey of Methods, Datasets, and Evaluation Metrics."	"    Nayyer Aafaq    Ajmal Mian    Wei Liu 0006    Syed Zulqarnain Gilani    Mubarak Shah"	"    222/1689    63/807    49/3283-6    43/7407    s/MubarakShah"	"ACM Comput. Surv."	"52"	"6"	"115:1-115:37"	"2020"	"journals/csur/AafaqMLGS20"	"Journal Articles"	"10.1145/3355390"	"https://doi.org/10.1145/3355390"	"https://dblp.org/rec/journals/csur/AafaqMLGS20"
"Line Segment-Based Stitched Multipanel Figure Separation for Effective Biomedical CBIR."	"    K. C. Santosh    Aafaque Aafaque    Sameer K. Antani    George R. Thoma"	"    17/735    198/3752    01/1603    t/GeorgeRThoma"	"IJPRAI"	"31"	"6"	"1757003:1-1757003:18"	"2017"	"journals/ijprai/SantoshAAT17"	"Journal Articles"	"10.1142/S0218001417570038"	"https://doi.org/10.1142/S0218001417570038"	"https://dblp.org/rec/journals/ijprai/SantoshAAT17"
"Line Segment-Based Stitched Multipanel Figure Separation for Effective Biomedical CBIR."	"    K. C. Santosh    Aafaque Aafaque    Sameer K. Antani    George R. Thoma"	"    17/735    198/3752    01/1603    t/GeorgeRThoma"	"IJPRAI"	"31"	"6"	"1757003:1-1757003:18"	"2017"	"journals/ijprai/SantoshAAT17"	"Journal Articles"	"10.1142/S0218001417570038"	"https://doi.org/10.1142/S0218001417570038"	"https://dblp.org/rec/journals/ijprai/SantoshAAT17"
"Detection of Trojaning Attack on Neural Networks via Cost of Sample Classification."	"    Hui Gao    Yunfang Chen    Wei Zhang 0122"	"    46/5223    27/8626    10/4661-122"	"Security and Communication Networks"	"2019"	"/"	"1953839:1-1953839:12"	"2019"	"journals/scn/GaoCZ19"	"Journal Articles"	"10.1155/2019/1953839"	"https://doi.org/10.1155/2019/1953839"	"https://dblp.org/rec/journals/scn/GaoCZ19"
"The Opportunities and Challenges of Persuasive Technology in Creating Sustainable Innovation and Business Model Innovation."	"    Annabeth Aagaard    Peter Lindgren"	"    144/3363    127/4895"	"Wireless Personal Communications"	"81"	"4"	"1511-1529"	"2015"	"journals/wpc/AagaardL15"	"Journal Articles"	"10.1007/S11277-015-2484-1"	"https://doi.org/10.1007/s11277-015-2484-1"	"https://dblp.org/rec/journals/wpc/AagaardL15"
"The Sensing Business Model."	"    Peter Lindgren    Annabeth Aagaard"	"    127/4895    144/3363"	"Wireless Personal Communications"	"76"	"2"	"291-309"	"2014"	"journals/wpc/LindgrenA14"	"Journal Articles"	"10.1007/S11277-014-1689-Z"	"https://doi.org/10.1007/s11277-014-1689-z"	"https://dblp.org/rec/journals/wpc/LindgrenA14"
"Effective Implementation of Knowledge Management Strategies and the Key Roles of Knowledge Ambassadors in Strategy Integration - A Longitudinal Participative Case Study of Cross-Divisional Strategy Integration."	"Annabeth Aagaard"	"144/3363"	"IJKM"	"9"	"3"	"31-46"	"2013"	"journals/ijkm/Aagaard13"	"Journal Articles"	"10.4018/IJKM.2013070103"	"https://doi.org/10.4018/ijkm.2013070103"	"https://dblp.org/rec/journals/ijkm/Aagaard13"
"Visualizing the ground motions of the 1906 San Francisco earthquake."	"    Amit Chourasia    Steve Cutchin    Brad Aagaard"	"    81/2384    95/3620    59/10394"	"Comput. Geosci."	"34"	"12"	"1798-1805"	"2008"	"journals/gandc/ChourasiaCA08"	"Journal Articles"	"10.1016/J.CAGEO.2008.01.012"	"https://doi.org/10.1016/j.cageo.2008.01.012"	"https://dblp.org/rec/journals/gandc/ChourasiaCA08"
"Digital akrasia - a qualitative study of phubbing."	"Jesper Aagaard"	"171/2761"	"AI Soc."	"35"	"1"	"237-244"	"2020"	"journals/ais/Aagaard20"	"Journal Articles"	"10.1007/S00146-019-00876-0"	"https://doi.org/10.1007/s00146-019-00876-0"	"https://dblp.org/rec/journals/ais/Aagaard20"
"Breaking down barriers - The ambivalent nature of technologies in the classroom."	"Jesper Aagaard"	"171/2761"	"New Media &amp; Society"	"19"	"7"	"1127-1143"	"2017"	"journals/nms/Aagaard17"	"Journal Articles"	"10.1177/1461444816631505"	"https://doi.org/10.1177/1461444816631505"	"https://dblp.org/rec/journals/nms/Aagaard17"
"Mobile devices, interaction, and distraction - a qualitative exploration of absent presence."	"Jesper Aagaard"	"171/2761"	"AI Soc."	"31"	"2"	"223-231"	"2016"	"journals/ais/Aagaard16"	"Journal Articles"	"10.1007/S00146-015-0638-Z"	"https://doi.org/10.1007/s00146-015-0638-z"	"https://dblp.org/rec/journals/ais/Aagaard16"
"Drawn to distraction - A qualitative study of off-task use of educational technology."	"Jesper Aagaard"	"171/2761"	"Comput. Educ."	"87"	"/"	"90-97"	"2015"	"journals/ce/Aagaard15"	"Journal Articles"	"10.1016/J.COMPEDU.2015.03.010"	"https://doi.org/10.1016/j.compedu.2015.03.010"	"https://dblp.org/rec/journals/ce/Aagaard15"
"Concentration or dispersal of research funding?"	"    Kaare Aagaard    Alexander Kladakis    Mathias Wullum Nielsen"	"    206/2081    259/0547    211/3430"	"Quant. Sci. Stud."	"1"	"1"	"117-149"	"2020"	"journals/qss/AagaardKN20"	"Journal Articles"	"10.1162/QSS_A_00002"	"https://doi.org/10.1162/qss_a_00002"	"https://dblp.org/rec/journals/qss/AagaardKN20"
"Examining national citation impact by comparing developments in a fixed and a dynamic journal set."	"    Jesper W. Schneider    Thed N. van Leeuwen    Martijn S. Visser    Kaare Aagaard"	"    31/4137    20/5321    71/2213    206/2081"	"Scientometrics"	"119"	"2"	"973-985"	"2019"	"journals/scientometrics/SchneiderLVA19"	"Journal Articles"	"10.1007/S11192-019-03082-3"	"https://doi.org/10.1007/s11192-019-03082-3"	"https://dblp.org/rec/journals/scientometrics/SchneiderLVA19"
"Some considerations about causes and effects in studies of performance-based research funding systems."	"    Kaare Aagaard    Jesper W. Schneider"	"    206/2081    31/4137"	"J. Informetrics"	"11"	"3"	"923-926"	"2017"	"journals/joi/AagaardS17"	"Journal Articles"	"10.1016/J.JOI.2017.05.018"	"https://doi.org/10.1016/j.joi.2017.05.018"	"https://dblp.org/rec/journals/joi/AagaardS17"
"The Genboree Microbiome Toolset and the analysis of 16S rRNA microbial sequences."	"    Kevin Riehle    Cristian Coarfa    Andrew R. Jackson    Jun Ma    Arpit Tandon    Sameer Paithankar    Sriram Raghuraman    Toni-Ann Mistretta    Delphine Saulnier    Sabeen Raza    Maria Diaz    Robert Shulman    Kjersti Aagaard    James Versalovic    Aleksandar Milosavljevic"	"    123/7427    52/4406    121/2687    91/4845    123/7453    121/2696    50/7234    123/7629    123/7606    123/7619    18/10098    123/7590    123/7652    123/7459    01/4651"	"BMC Bioinformatics"	"13"	"S-13"	"S11"	"2012"	"journals/bmcbi/RiehleCJMTPRMSRDSAVM12"	"Journal Articles"	"10.1186/1471-2105-13-S13-S11"	"https://doi.org/10.1186/1471-2105-13-S13-S11"	"https://dblp.org/rec/journals/bmcbi/RiehleCJMTPRMSRDSAVM12"
"Hardware Optimizations and Analysis for the WG-16 Cipher with Tower Field Arithmetic."	"    Nusa Zidaric    Mark D. Aagaard    Guang Gong"	"    140/6461    a/MarkAagaard    55/3195"	"IEEE Trans. Computers"	"68"	"1"	"67-82"	"2019"	"journals/tc/ZidaricAG19"	"Journal Articles"	"10.1109/TC.2018.2854757"	"https://doi.org/10.1109/TC.2018.2854757"	"https://dblp.org/rec/journals/tc/ZidaricAG19"
"On ideal t-tuple distribution of filtering de Bruijn sequence generators."	"    Kalikinkar Mandal    Bo Yang    Guang Gong    Mark D. Aagaard"	"    125/3000    46/999    55/3195    a/MarkAagaard"	"Cryptography and Communications"	"10"	"4"	"629-641"	"2018"	"journals/ccds/MandalYGA18"	"Journal Articles"	"10.1007/S12095-017-0248-3"	"https://doi.org/10.1007/s12095-017-0248-3"	"https://dblp.org/rec/journals/ccds/MandalYGA18"
"Efficient Composited de Bruijn Sequence Generators."	"    Bo Yang    Kalikinkar Mandal    Mark D. Aagaard    Guang Gong"	"    46/999    125/3000    a/MarkAagaard    55/3195"	"IEEE Trans. Computers"	"66"	"8"	"1354-1368"	"2017"	"journals/tc/YangMAG17"	"Journal Articles"	"10.1109/TC.2017.2676763"	"https://doi.org/10.1109/TC.2017.2676763"	"https://dblp.org/rec/journals/tc/YangMAG17"
"Window memoization - toward high-performance image processing software."	"    Farzad Khalvati    Mark D. Aagaard    Hamid R. Tizhoosh"	"    00/5959    a/MarkAagaard    70/966"	"J. Real-Time Image Processing"	"10"	"1"	"5-25"	"2015"	"journals/jrtip/KhalvatiAT15"	"Journal Articles"	"10.1007/S11554-012-0247-8"	"https://doi.org/10.1007/s11554-012-0247-8"	"https://dblp.org/rec/journals/jrtip/KhalvatiAT15"
"Optimal parameters for the WG stream cipher family."	"    Kalikinkar Mandal    Guang Gong    Xinxin Fan    Mark D. Aagaard"	"    125/3000    55/3195    06/2888    a/MarkAagaard"	"Cryptography and Communications"	"6"	"2"	"117-135"	"2014"	"journals/ccds/MandalGFA14"	"Journal Articles"	"10.1007/S12095-013-0091-0"	"https://doi.org/10.1007/s12095-013-0091-0"	"https://dblp.org/rec/journals/ccds/MandalGFA14"
"Resilience to distinguishing attacks on WG-7 cipher and their generalizations."	"    Guang Gong    Mark D. Aagaard    Xinxin Fan"	"    55/3195    a/MarkAagaard    06/2888"	"Cryptography and Communications"	"5"	"4"	"277-289"	"2013"	"journals/ccds/GongAF13"	"Journal Articles"	"10.1007/S12095-013-0089-7"	"https://doi.org/10.1007/s12095-013-0089-7"	"https://dblp.org/rec/journals/ccds/GongAF13"
"Resilience to distinguishing attacks on WG-7 cipher and their generalizations."	"    Guang Gong    Mark D. Aagaard    Xinxin Fan"	"    55/3195    a/MarkAagaard    06/2888"	"Cryptography and Communications"	"5"	"4"	"277-289"	"2013"	"journals/ccds/GongAF13"	"Journal Articles"	"10.1007/S12095-013-0089-7"	"https://doi.org/10.1007/s12095-013-0089-7"	"https://dblp.org/rec/journals/ccds/GongAF13"
"Window memoization - an efficient hardware architecture for high-performance image processing."	"    Farzad Khalvati    Mark D. Aagaard"	"    00/5959    a/MarkAagaard"	"J. Real-Time Image Processing"	"5"	"3"	"195-212"	"2010"	"journals/jrtip/KhalvatiA10"	"Journal Articles"	"10.1007/S11554-009-0128-Y"	"https://doi.org/10.1007/s11554-009-0128-y"	"https://dblp.org/rec/journals/jrtip/KhalvatiA10"
"An industrially effective environment for formal hardware verification."	"    Carl-Johan H. Seger    Robert B. Jones    John W. O&apos;Leary    Thomas F. Melham    Mark D. Aagaard    Clark W. Barrett    Don Syme"	"    58/1751    49/2226    35/2376    52/5028    a/MarkAagaard    b/ClarkWBarrett    22/2801"	"IEEE Trans. on CAD of Integrated Circuits and Systems"	"24"	"9"	"1381-1405"	"2005"	"journals/tcad/SegerJOMABS05"	"Journal Articles"	"10.1109/TCAD.2005.850814"	"https://doi.org/10.1109/TCAD.2005.850814"	"https://dblp.org/rec/journals/tcad/SegerJOMABS05"
"Simplifying the design and automating the verification of pipelines with structural hazards."	"    Jason T. Higgins    Mark D. Aagaard"	"    49/3737    a/MarkAagaard"	"ACM Trans. Design Autom. Electr. Syst."	"10"	"4"	"651-672"	"2005"	"journals/todaes/HigginsA05"	"Journal Articles"	"10.1145/1109118.1109123"	"https://doi.org/10.1145/1109118.1109123"	"https://dblp.org/rec/journals/todaes/HigginsA05"
"A framework for superscalar microprocessor correctness statements."	"    Mark D. Aagaard    Byron Cook    Nancy A. Day    Robert B. Jones"	"    a/MarkAagaard    36/113    22/6670    49/2226"	"STTT"	"4"	"3"	"298-312"	"2003"	"journals/sttt/AagaardCDJ03"	"Journal Articles"	"10.1007/S10009-002-0087-0"	"https://doi.org/10.1007/s10009-002-0087-0"	"https://dblp.org/rec/journals/sttt/AagaardCDJ03"
"Practical Formal Verification in Microprocessor Design."	"    Robert B. Jones    John W. O&apos;Leary    Carl-Johan H. Seger    Mark D. Aagaard    Thomas F. Melham"	"    49/2226    35/2376    58/1751    a/MarkAagaard    52/5028"	"IEEE Design &amp; Test of Computers"	"18"	"4"	"16-25"	"2001"	"journals/dt/JonesOSAM01"	"Journal Articles"	"10.1109/54.936245"	"https://doi.org/10.1109/54.936245"	"https://dblp.org/rec/journals/dt/JonesOSAM01"
